Brand,Model,Year,Engine_CC,Power_BHP,Fuel_Type,Transmission,Owner_Type,KM_Driven,Price_USD
Ford,Escape,2019,1800,106.9,Diesel,Manual,First,72898,14653.41
BMW,3 Series,2012,2200,97.0,Electric,Manual,First,148946,19066.61
Audi,Q7,2007,2400,146.6,Hybrid,Automatic,First,252135,9942.04
Toyota,RAV4,2012,1200,71.5,Diesel,Manual,Second,170317,4262.18
Toyota,Camry,2007,1000,60.0,Diesel,Manual,First,300503,2978.03
Mercedes,GLE,2007,2100,110.3,Petrol,Automatic,First,163074,14156.67
Audi,A4,2006,2200,126.0,Hybrid,Manual,First,122490,10586.03
Ford,Focus,2018,1500,79.0,Diesel,Automatic,Second,48139,13332.3
Honda,Accord,2017,1400,78.5,Diesel,Automatic,Second,62233,9005.48
Toyota,RAV4,2019,1100,73.9,Electric,Manual,Second,30206,13371.07
Honda,CR-V,2011,900,60.0,Hybrid,Manual,Third,69800,4222.32
Audi,Q5,2015,2100,111.1,Petrol,Manual,Second,108229,18088.53
Audi,A6,2009,1900,104.7,Petrol,Manual,Second,109958,10714.64
Kia,Optima,2015,1000,61.6,Electric,Automatic,Second,49555,5880.08
Nissan,Sentra,2019,800,60.0,Diesel,Automatic,First,45467,11528.7
Ford,F-150,2012,1200,72.5,Diesel,Automatic,First,162151,6279.14
Honda,CR-V,2021,1300,72.8,Diesel,Automatic,First,39950,16407.94
Audi,A6,2021,2000,124.0,Diesel,Manual,First,4305,47835.23
Toyota,Camry,2015,1900,119.4,Electric,Manual,Second,113624,8050.71
Honda,CR-V,2008,1300,67.2,Diesel,Manual,First,183387,3223.39
Honda,Civic,2022,1000,60.0,Petrol,Automatic,First,17356,17442.98
Ford,Escape,2006,2200,128.6,Petrol,Manual,Second,175354,3569.4
Ford,Escape,2008,1200,73.9,Electric,Automatic,First,282506,4748.79
Audi,Q5,2006,2400,143.3,Diesel,Manual,Second,242827,7339.85
Hyundai,Kona,2012,1100,64.9,Diesel,Manual,Second,131634,3227.71
Kia,Optima,2011,1200,80.4,Diesel,Manual,First,102580,3768.01
Ford,Escape,2008,1500,73.5,Diesel,Automatic,First,153288,4800.83
Audi,A6,2007,1700,91.1,Petrol,Manual,First,311636,8871.44
Toyota,Prius,2007,1200,60.0,Petrol,Automatic,First,243736,3301.02
Kia,Soul,2020,800,60.0,Petrol,Manual,Second,29603,9197.86
Honda,CR-V,2022,1000,62.6,Petrol,Manual,First,24165,15666.17
Toyota,Camry,2010,1600,84.7,Petrol,Automatic,First,101778,5098.89
BMW,M3,2014,2300,125.1,Petrol,Automatic,First,100492,23127.73
Hyundai,Kona,2020,800,60.0,Petrol,Automatic,First,32319,11243.2
Hyundai,Santa Fe,2017,800,60.0,Diesel,Manual,Second,78405,5838.21
Audi,A6,2006,2200,108.1,Hybrid,Manual,Second,159865,9389.06
Kia,Optima,2009,800,60.0,Petrol,Manual,First,131616,2665.21
Chevrolet,Camaro,2011,1500,73.1,Petrol,Automatic,Third,127204,3882.21
Mercedes,GLC,2005,1900,97.1,Hybrid,Manual,First,211409,13353.29
Kia,Soul,2020,1300,68.9,Petrol,Automatic,First,46002,10540.19
Toyota,Camry,2011,1500,70.2,Hybrid,Automatic,Third,143654,4058.97
Ford,Mustang,2010,1900,105.5,Petrol,Automatic,Second,144913,4549.19
Toyota,Prius,2022,1300,60.0,Petrol,Manual,First,34180,17472.36
BMW,X3,2017,3100,154.8,Diesel,Manual,Second,42917,29915.44
Hyundai,Santa Fe,2009,800,60.0,Hybrid,Automatic,First,165480,3162.12
Honda,HR-V,2009,1200,60.0,Petrol,Automatic,First,117336,3982.71
Audi,Q7,2020,2100,122.3,Petrol,Manual,Third,43527,28123.66
Toyota,Corolla,2017,1300,75.5,Petrol,Automatic,First,53358,11305.64
BMW,5 Series,2016,2300,126.5,Petrol,Automatic,First,108347,29338.64
BMW,X3,2022,1600,92.0,Petrol,Manual,Second,18020,52884.89
Honda,Accord,2015,1200,60.0,Petrol,Automatic,First,106821,8141.31
Toyota,Prius,2009,1000,60.0,Petrol,Manual,First,178611,3468.9
Honda,Civic,2021,900,60.0,Petrol,Automatic,Third,30879,11853.98
Kia,Optima,2009,1000,60.0,Electric,Automatic,Third,128985,2616.04
Toyota,Corolla,2009,1500,81.5,Petrol,Manual,First,138278,3671.26
Toyota,Camry,2016,1300,64.8,Diesel,Automatic,First,88703,9919.26
Mercedes,C-Class,2016,3000,166.8,Petrol,Automatic,First,116555,32037.01
Kia,Sportage,2016,1000,63.3,Petrol,Automatic,Second,61625,5910.15
Ford,Explorer,2008,1300,70.7,Diesel,Automatic,Third,98252,4153.98
Hyundai,Elantra,2012,1000,65.0,Diesel,Manual,Second,72783,3588.64
Hyundai,Tucson,2011,1000,66.0,Diesel,Automatic,First,192436,3273.79
Kia,Sorento,2017,1300,73.1,Diesel,Automatic,First,101429,7233.86
Honda,HR-V,2010,800,60.0,Diesel,Automatic,Second,130832,4051.94
Honda,CR-V,2007,900,60.0,Petrol,Automatic,First,162374,3633.1
Toyota,Highlander,2019,1700,99.5,Diesel,Automatic,Second,58145,12302.67
Hyundai,Santa Fe,2005,800,60.0,Diesel,Automatic,Second,243151,2103.66
Hyundai,Kona,2005,1200,60.8,Diesel,Manual,First,290954,2342.46
Kia,Sportage,2014,1100,60.0,Diesel,Manual,First,108802,5165.88
Hyundai,Sonata,2011,800,60.0,Hybrid,Automatic,First,179099,3561.48
Toyota,Highlander,2014,1400,89.9,Hybrid,Automatic,First,109255,7415.35
BMW,5 Series,2013,2200,128.9,Petrol,Automatic,Second,91409,19226.45
Toyota,Camry,2020,1200,76.8,Petrol,Automatic,Second,49066,13813.18
Kia,Stinger,2005,900,66.8,Petrol,Automatic,First,316673,2284.89
Honda,CR-V,2009,1400,82.5,Petrol,Automatic,Second,157264,3243.5
Chevrolet,Silverado,2019,1800,78.9,Electric,Automatic,Second,64427,14281.14
Mercedes,A-Class,2012,2600,128.3,Petrol,Automatic,Second,129413,20999.03
BMW,5 Series,2021,2000,121.5,Electric,Automatic,First,36213,70096.16
Chevrolet,Equinox,2019,1300,80.9,Diesel,Automatic,Third,50577,11164.63
Chevrolet,Equinox,2016,1400,61.3,Petrol,Manual,Second,77329,7430.24
Kia,Stinger,2015,800,60.0,Hybrid,Automatic,Second,50315,6359.75
Ford,Escape,2007,1400,94.0,Electric,Automatic,First,140122,5835.26
Kia,Optima,2012,1200,65.9,Petrol,Automatic,First,136912,4210.28
Ford,Escape,2018,1500,67.3,Hybrid,Automatic,First,72529,15220.64
Kia,Soul,2005,1400,85.3,Petrol,Automatic,Third,155964,2230.06
Toyota,Prius,2005,1700,96.6,Petrol,Manual,Second,192016,2973.61
Ford,Mustang,2007,1600,109.8,Diesel,Automatic,First,191418,4705.6
Ford,Explorer,2008,1400,75.5,Diesel,Manual,First,137541,4609.05
Kia,Soul,2022,1100,62.6,Diesel,Manual,Second,25606,12690.18
Toyota,RAV4,2019,1000,60.0,Hybrid,Automatic,Second,67621,14305.47
Chevrolet,Malibu,2019,1200,60.0,Electric,Automatic,First,39687,16568.03
Toyota,Highlander,2017,1000,66.6,Petrol,Automatic,First,66857,10951.91
Toyota,Corolla,2007,1300,72.4,Petrol,Manual,Second,102738,3607.07
Audi,A6,2018,2100,108.7,Diesel,Automatic,Third,60394,25533.56
Hyundai,Santa Fe,2009,900,60.0,Petrol,Automatic,First,218917,2293.36
Chevrolet,Equinox,2007,800,60.0,Petrol,Automatic,Third,163892,2621.07
Hyundai,Tucson,2016,900,60.0,Hybrid,Automatic,Second,89470,6434.2
Ford,F-150,2020,1400,69.3,Petrol,Manual,Third,33085,12980.82
Ford,Mustang,2018,800,60.0,Petrol,Manual,Second,91255,10858.22
Chevrolet,Malibu,2006,1000,68.1,Hybrid,Automatic,Second,236704,3438.08
BMW,X5,2011,2100,125.3,Petrol,Automatic,First,212984,11997.72
Ford,Escape,2006,1700,90.0,Diesel,Manual,Second,140845,3978.77
Audi,A4,2018,1700,83.3,Hybrid,Manual,Third,70392,26519.0
Nissan,Pathfinder,2007,900,60.0,Hybrid,Automatic,Second,171345,3106.99
Ford,Focus,2007,1200,72.2,Petrol,Automatic,Second,265143,3242.75
Ford,F-150,2021,1300,80.1,Petrol,Automatic,Second,44765,17133.84
Ford,Mustang,2016,1700,89.8,Petrol,Manual,First,96428,10234.17
Ford,F-150,2005,1900,101.2,Diesel,Automatic,First,274808,3808.45
Ford,F-150,2021,1300,77.0,Hybrid,Manual,Third,31053,16095.06
Hyundai,Tucson,2013,1100,60.0,Petrol,Manual,First,149973,3873.42
Honda,Pilot,2013,2400,123.8,Petrol,Manual,First,133612,5837.09
Hyundai,Elantra,2022,800,60.0,Hybrid,Manual,First,22635,13982.56
Hyundai,Kona,2016,1200,68.9,Petrol,Manual,First,136527,5227.12
Toyota,Camry,2014,1200,60.0,Electric,Automatic,First,79960,9403.79
Chevrolet,Malibu,2009,1200,79.0,Diesel,Automatic,First,96944,4912.08
Mercedes,C-Class,2014,2900,139.8,Electric,Automatic,First,98963,33550.72
Nissan,Altima,2018,1300,60.0,Diesel,Manual,First,43187,9809.23
Honda,CR-V,2009,800,60.0,Electric,Automatic,First,121079,5117.3
Toyota,Prius,2012,800,60.0,Electric,Automatic,First,177033,5636.3
Honda,Accord,2016,1500,64.8,Petrol,Manual,First,81673,8360.16
Ford,Mustang,2012,1300,68.8,Petrol,Automatic,Third,91561,5137.33
Toyota,Highlander,2010,1300,71.6,Electric,Automatic,First,164756,4621.38
Honda,Accord,2008,1200,60.0,Petrol,Manual,First,198220,3045.0
Toyota,Camry,2021,1100,62.9,Diesel,Automatic,Second,26308,15411.46
Kia,Stinger,2014,1300,89.7,Diesel,Automatic,Second,110333,4740.08
Kia,Optima,2017,800,60.0,Electric,Manual,First,102533,8000.94
BMW,X5,2017,2200,123.6,Hybrid,Automatic,First,89798,35090.53
Audi,Q5,2005,2100,107.1,Diesel,Automatic,Second,244836,8059.84
Ford,Mustang,2012,1500,97.3,Electric,Automatic,Second,70698,7866.85
Nissan,Pathfinder,2022,900,60.0,Electric,Manual,First,17371,18492.31
Nissan,Sentra,2009,1200,60.0,Petrol,Automatic,Second,129912,3270.97
Ford,Explorer,2022,1600,79.4,Petrol,Automatic,First,25384,23288.01
Kia,Optima,2016,1200,67.9,Diesel,Automatic,First,122889,6367.28
Ford,Mustang,2013,1700,96.8,Petrol,Manual,Second,122653,5898.88
Hyundai,Sonata,2009,900,60.0,Petrol,Automatic,First,283035,2302.74
Toyota,RAV4,2014,1000,74.2,Diesel,Manual,Second,141608,5674.48
Nissan,Pathfinder,2020,800,60.0,Electric,Manual,Second,60838,11785.46
Honda,Pilot,2020,800,60.0,Petrol,Automatic,Second,37743,13736.04
BMW,X3,2020,1900,91.3,Electric,Automatic,First,26325,58543.52
Hyundai,Tucson,2016,800,60.0,Diesel,Automatic,First,98223,7030.66
Mercedes,A-Class,2006,2500,144.0,Petrol,Manual,First,219661,12072.07
Toyota,Highlander,2012,1600,80.2,Petrol,Automatic,First,188083,4405.28
Ford,Focus,2020,800,60.0,Diesel,Manual,Second,39189,14190.65
Nissan,Murano,2016,1300,65.7,Petrol,Automatic,Second,103591,6851.61
Kia,Stinger,2016,1200,60.0,Diesel,Automatic,Second,88030,6035.32
Toyota,Corolla,2009,1200,62.7,Diesel,Automatic,First,244983,3668.84
Kia,Stinger,2020,900,60.0,Diesel,Automatic,First,47064,11843.19
Hyundai,Tucson,2014,1000,60.0,Diesel,Manual,Second,85430,4813.27
Nissan,Altima,2022,1300,79.4,Diesel,Automatic,First,25420,17043.85
Chevrolet,Equinox,2019,1000,60.0,Petrol,Manual,First,69912,12778.89
Audi,A6,2012,2100,114.1,Petrol,Automatic,First,164311,14110.19
Honda,CR-V,2007,1300,66.9,Petrol,Automatic,First,211543,3106.85
Kia,Sorento,2006,1100,67.1,Diesel,Manual,First,237463,2064.43
Mercedes,C-Class,2006,2400,126.7,Diesel,Automatic,First,268375,12497.63
Nissan,Pathfinder,2006,1400,70.6,Petrol,Manual,First,157924,3220.72
Toyota,Highlander,2020,800,60.0,Petrol,Automatic,First,60013,15195.76
Hyundai,Santa Fe,2019,800,60.0,Petrol,Automatic,First,62371,9796.66
Mercedes,E-Class,2019,3100,166.4,Petrol,Automatic,Second,61280,46366.97
Toyota,Corolla,2021,900,62.3,Hybrid,Automatic,First,37943,21548.07
Toyota,Highlander,2016,1200,67.2,Electric,Automatic,Third,85254,8012.59
Honda,Pilot,2012,1200,69.4,Petrol,Automatic,Third,138548,4151.05
Toyota,Highlander,2011,1100,71.7,Diesel,Manual,Second,122321,4210.91
Ford,F-150,2009,1100,69.5,Electric,Automatic,First,197007,4720.61
Hyundai,Kona,2012,900,60.0,Hybrid,Automatic,Second,154111,3800.73
Honda,HR-V,2014,800,60.0,Petrol,Manual,First,145752,5872.93
Toyota,Prius,2022,1100,60.0,Petrol,Manual,First,11547,18401.57
Hyundai,Sonata,2011,800,60.0,Petrol,Automatic,Third,126142,2703.92
Toyota,Prius,2017,1800,96.8,Petrol,Automatic,First,75352,10468.52
Ford,Mustang,2022,1700,95.0,Petrol,Manual,Second,25993,19521.16
Mercedes,C-Class,2016,2100,106.4,Hybrid,Automatic,Second,103016,31410.62
Toyota,RAV4,2019,800,60.0,Diesel,Automatic,First,67010,14626.61
Nissan,Rogue,2015,900,60.0,Electric,Automatic,First,67101,8716.43
Hyundai,Kona,2015,1000,60.0,Petrol,Manual,Second,96321,4768.15
Hyundai,Elantra,2015,800,60.0,Hybrid,Automatic,First,111733,6467.93
Honda,CR-V,2019,1500,80.9,Petrol,Manual,First,69832,11583.71
Ford,Escape,2013,900,60.0,Petrol,Automatic,Second,126866,6598.45
Hyundai,Elantra,2022,1900,115.4,Diesel,Automatic,Second,14123,13495.31
Toyota,Prius,2014,1100,76.5,Electric,Automatic,First,120644,7801.9
Hyundai,Sonata,2016,1000,60.0,Petrol,Manual,Second,94694,4970.7
Honda,HR-V,2011,1400,80.3,Hybrid,Automatic,Second,132367,4705.16
Ford,F-150,2008,1300,73.7,Petrol,Manual,First,203236,4066.43
Ford,Mustang,2016,1500,70.5,Diesel,Automatic,Third,73283,8727.72
Hyundai,Sonata,2019,800,60.0,Diesel,Automatic,Second,18932,9216.29
Honda,CR-V,2014,1500,86.2,Petrol,Automatic,First,95258,7131.91
Audi,A6,2015,2100,108.7,Petrol,Automatic,Second,79815,21350.09
Audi,Q7,2017,2100,128.4,Diesel,Automatic,Second,62817,24310.7
Hyundai,Tucson,2009,1200,60.0,Hybrid,Manual,First,167298,2724.39
Toyota,Camry,2013,1000,64.4,Hybrid,Automatic,First,121570,6935.27
Nissan,Murano,2008,1800,96.9,Diesel,Manual,First,189478,3232.95
Honda,Pilot,2010,1300,80.9,Petrol,Manual,Second,160382,3240.01
Toyota,Corolla,2010,1200,62.1,Diesel,Automatic,First,125491,4660.78
Chevrolet,Silverado,2008,1400,62.8,Petrol,Automatic,First,210158,3395.99
Hyundai,Sonata,2021,1500,83.9,Petrol,Automatic,First,34095,12888.79
Mercedes,GLC,2009,2500,126.6,Hybrid,Automatic,Second,117960,16052.66
Honda,Civic,2008,1400,81.7,Petrol,Automatic,First,252897,3052.68
BMW,5 Series,2008,2600,146.8,Petrol,Automatic,Third,136523,9325.15
Mercedes,GLE,2019,2600,135.7,Electric,Automatic,Second,65368,57560.6
Honda,CR-V,2008,900,60.0,Petrol,Manual,First,238660,2477.52
BMW,3 Series,2021,2400,139.8,Diesel,Automatic,First,44065,56646.14
Honda,Pilot,2009,1400,71.8,Petrol,Manual,Second,143376,3054.97
Chevrolet,Malibu,2009,1200,60.0,Petrol,Automatic,First,220998,3283.72
Nissan,Pathfinder,2007,1100,66.4,Hybrid,Automatic,First,138588,3731.86
BMW,M3,2017,2600,136.5,Petrol,Automatic,First,47910,38444.74
Ford,F-150,2011,1500,94.4,Petrol,Manual,First,112726,5966.59
BMW,X5,2019,1700,88.2,Petrol,Automatic,First,56204,40637.48
Kia,Optima,2006,1500,75.5,Electric,Automatic,First,181033,3329.8
Kia,Sportage,2020,1300,79.7,Diesel,Automatic,Third,51907,8368.42
Audi,Q5,2019,2400,129.8,Diesel,Automatic,First,38413,37408.74
Nissan,Altima,2020,1100,60.0,Petrol,Automatic,Second,51469,9849.96
Audi,A3,2011,2000,118.7,Petrol,Manual,First,152647,11068.14
Honda,HR-V,2007,1000,60.0,Hybrid,Automatic,First,238021,3603.68
Toyota,RAV4,2013,1500,85.3,Electric,Automatic,Second,94748,7166.21
Toyota,Camry,2017,1300,66.1,Petrol,Automatic,First,109977,9819.21
Nissan,Murano,2019,1300,88.8,Petrol,Automatic,Second,37296,10208.62
Hyundai,Tucson,2010,800,60.0,Petrol,Automatic,First,160383,3150.09
Kia,Sportage,2008,1100,60.0,Diesel,Automatic,First,266416,2071.0
Hyundai,Tucson,2013,1200,60.0,Petrol,Automatic,Third,89713,3799.5
Chevrolet,Malibu,2021,1100,60.0,Diesel,Manual,First,30215,16742.78
Audi,Q7,2018,1900,93.4,Petrol,Automatic,First,91479,29428.65
Ford,Focus,2022,1700,86.9,Hybrid,Automatic,First,27892,24478.73
Kia,Sportage,2022,1500,74.3,Diesel,Automatic,First,17998,14147.71
Mercedes,GLE,2008,2100,123.7,Petrol,Automatic,Second,105531,13910.04
Kia,Soul,2011,800,60.0,Petrol,Automatic,First,174181,3101.7
Ford,F-150,2020,1600,88.6,Electric,Automatic,Second,14611,20756.4
BMW,3 Series,2013,2100,114.6,Diesel,Automatic,First,153212,18042.45
Honda,HR-V,2012,1300,60.0,Petrol,Manual,Second,199964,3572.14
Hyundai,Tucson,2009,1100,66.3,Diesel,Manual,First,141565,2955.36
Honda,HR-V,2014,1400,103.0,Petrol,Manual,First,88203,6490.12
Toyota,Corolla,2012,800,60.0,Petrol,Manual,Second,154109,4411.04
BMW,X3,2021,2300,136.5,Petrol,Automatic,First,22055,53820.1
Ford,Escape,2017,1500,72.0,Diesel,Manual,First,71298,11849.19
Ford,Mustang,2020,1900,99.7,Petrol,Automatic,Second,56897,15419.85
Ford,Escape,2020,1500,87.5,Hybrid,Automatic,First,72079,19152.34
Nissan,Pathfinder,2008,1000,63.6,Petrol,Automatic,First,145102,3609.92
Toyota,Prius,2011,1400,70.9,Electric,Manual,Second,71826,5353.68
Ford,F-150,2006,1400,63.9,Petrol,Automatic,First,244830,3714.87
Audi,A6,2008,2100,110.8,Electric,Automatic,Second,119936,12316.48
BMW,3 Series,2010,2100,123.7,Petrol,Manual,First,89691,13967.14
Ford,Explorer,2018,1400,105.4,Petrol,Automatic,Third,80136,10316.25
Honda,HR-V,2015,1300,78.4,Hybrid,Automatic,First,128669,7416.52
BMW,3 Series,2005,2500,144.3,Hybrid,Manual,Second,199032,10081.65
BMW,X5,2013,2500,134.8,Petrol,Automatic,Second,70591,20455.58
Toyota,Camry,2013,900,60.0,Petrol,Automatic,Second,115692,5585.63
Hyundai,Santa Fe,2015,800,60.0,Petrol,Manual,First,90806,5861.75
Hyundai,Sonata,2010,800,60.0,Petrol,Manual,Third,136779,2124.64
Ford,Mustang,2005,1200,75.1,Hybrid,Manual,First,279975,3685.87
Ford,Focus,2012,1400,63.6,Diesel,Automatic,First,164883,5837.44
Ford,Focus,2014,1200,84.2,Diesel,Automatic,Second,77555,8589.54
Chevrolet,Camaro,2011,1200,60.0,Petrol,Manual,First,205546,4353.7
Honda,HR-V,2006,1500,66.4,Electric,Automatic,Third,230664,2917.04
Honda,Civic,2005,1200,66.9,Petrol,Manual,First,251748,2696.35
Toyota,Prius,2016,1600,85.5,Petrol,Manual,First,82706,8908.6
Audi,A6,2016,2100,106.2,Petrol,Automatic,First,91437,25151.93
Hyundai,Tucson,2016,900,62.4,Petrol,Automatic,First,38619,6658.45
Hyundai,Tucson,2008,1400,69.2,Petrol,Automatic,Second,304137,1957.78
Toyota,Highlander,2019,800,60.0,Petrol,Manual,First,73044,11221.29
BMW,X5,2006,2700,147.9,Diesel,Manual,Second,166680,10496.54
Kia,Sportage,2020,900,60.0,Petrol,Automatic,First,43720,10228.87
Kia,Sportage,2015,1200,75.3,Diesel,Automatic,Second,43107,6561.45
Toyota,RAV4,2014,1500,78.7,Petrol,Automatic,Second,75103,6544.69
Toyota,Highlander,2020,1100,60.0,Petrol,Automatic,Second,49233,12280.66
Mercedes,GLE,2007,2800,151.7,Petrol,Automatic,Second,156775,14703.88
Toyota,RAV4,2016,1500,83.4,Electric,Manual,Second,92191,8516.99
Honda,Civic,2022,1600,83.0,Diesel,Automatic,First,22141,17931.9
Honda,HR-V,2006,2000,109.0,Diesel,Automatic,Second,254078,2879.43
Nissan,Altima,2009,1600,91.9,Petrol,Automatic,Second,134423,3064.26
Hyundai,Kona,2009,1600,90.6,Hybrid,Automatic,First,61818,4069.25
Hyundai,Elantra,2011,1100,76.0,Petrol,Manual,Second,112574,2960.21
Mercedes,A-Class,2010,2800,146.4,Diesel,Manual,Second,143459,14729.76
Mercedes,C-Class,2016,2100,105.4,Petrol,Automatic,First,124945,34189.71
Kia,Soul,2006,800,60.0,Diesel,Manual,Third,276247,1584.74
BMW,X5,2016,2700,145.0,Electric,Automatic,First,82105,34953.37
Chevrolet,Silverado,2010,1400,72.7,Diesel,Manual,Third,131698,3441.42
Ford,Mustang,2008,1300,60.0,Petrol,Manual,Second,137367,3896.76
Nissan,Sentra,2005,1400,72.8,Petrol,Manual,First,237463,2491.27
Honda,CR-V,2009,1600,97.7,Petrol,Manual,Second,255191,2406.26
Honda,Accord,2013,900,60.0,Petrol,Automatic,First,184956,4581.98
Audi,Q5,2010,2100,127.9,Hybrid,Automatic,Second,132357,12300.45
Nissan,Rogue,2019,900,60.0,Petrol,Automatic,Second,33482,10353.98
Chevrolet,Silverado,2011,800,60.0,Diesel,Automatic,First,149741,5135.68
Nissan,Murano,2020,1100,61.7,Petrol,Manual,Second,45998,9693.2
Kia,Sportage,2017,900,60.0,Electric,Automatic,Second,110732,7512.07
Toyota,RAV4,2008,800,60.0,Diesel,Automatic,First,193881,3779.21
Ford,F-150,2012,1400,76.0,Diesel,Automatic,First,125397,7199.95
BMW,3 Series,2020,2300,135.1,Hybrid,Automatic,Second,60426,43611.4
Ford,Explorer,2011,1100,60.0,Hybrid,Automatic,Second,187981,5206.76
Audi,Q5,2012,2300,114.5,Diesel,Automatic,First,170274,14289.58
Chevrolet,Equinox,2014,1000,60.0,Diesel,Automatic,First,141253,7036.69
Toyota,Camry,2010,800,60.0,Diesel,Automatic,First,199806,3834.44
Chevrolet,Equinox,2012,1300,76.8,Diesel,Manual,First,161071,5081.69
Chevrolet,Silverado,2022,1500,82.7,Electric,Automatic,Second,11186,23040.22
Mercedes,GLC,2011,2400,126.4,Diesel,Automatic,Second,155553,16758.55
Ford,F-150,2011,1000,68.7,Petrol,Manual,First,81264,6380.72
Ford,Escape,2007,1500,104.7,Hybrid,Manual,First,212720,4416.72
Toyota,RAV4,2015,1200,62.1,Hybrid,Automatic,First,96251,9318.52
Ford,Mustang,2015,1400,104.0,Petrol,Manual,Second,134864,6973.3
BMW,X3,2012,1700,85.2,Petrol,Automatic,First,160546,17119.19
Hyundai,Santa Fe,2015,900,60.0,Petrol,Automatic,Third,80544,4575.01
Nissan,Sentra,2015,800,60.0,Diesel,Automatic,Second,74217,6857.92
Hyundai,Santa Fe,2019,1000,60.0,Diesel,Automatic,First,97578,9529.06
Honda,HR-V,2019,1000,65.6,Petrol,Manual,First,33353,13037.22
Chevrolet,Traverse,2016,1300,68.2,Diesel,Automatic,Second,71160,8316.75
Chevrolet,Malibu,2007,1200,73.3,Hybrid,Automatic,Third,136625,3525.98
BMW,X3,2019,2300,114.7,Petrol,Automatic,First,70544,40885.0
Honda,Accord,2012,1500,69.9,Petrol,Automatic,Second,73656,5111.82
Honda,Pilot,2011,800,60.0,Diesel,Automatic,Second,130015,4219.64
Chevrolet,Malibu,2014,900,60.0,Petrol,Automatic,First,142110,7273.79
Hyundai,Kona,2010,800,60.0,Petrol,Automatic,First,237961,2617.0
Nissan,Rogue,2014,900,60.0,Petrol,Automatic,Second,126957,4785.49
Honda,Pilot,2020,800,60.0,Diesel,Automatic,First,45512,14324.32
BMW,M3,2017,1500,88.2,Diesel,Manual,First,78264,33476.36
Chevrolet,Silverado,2021,1300,82.8,Hybrid,Automatic,Second,30159,17948.86
Audi,Q5,2008,2300,135.8,Hybrid,Automatic,First,192042,11473.69
Kia,Sorento,2008,1500,96.0,Hybrid,Automatic,First,111096,3419.29
Toyota,RAV4,2011,1400,68.6,Petrol,Automatic,Second,143740,3863.08
Toyota,RAV4,2016,1300,79.2,Petrol,Manual,Second,59391,8088.71
Toyota,Corolla,2010,900,60.0,Hybrid,Automatic,Second,143630,4427.69
BMW,X3,2009,2900,173.4,Petrol,Automatic,Second,199800,10638.17
Audi,Q7,2017,2500,116.9,Hybrid,Automatic,First,51105,31985.35
Honda,HR-V,2011,900,60.0,Petrol,Automatic,Third,82599,3742.7
Honda,HR-V,2012,800,60.0,Petrol,Automatic,First,192079,4458.89
Ford,Focus,2022,1600,89.6,Diesel,Manual,Second,3892,21768.03
Hyundai,Santa Fe,2014,1100,60.0,Diesel,Manual,First,114761,4925.9
Honda,Pilot,2012,1200,60.0,Petrol,Manual,First,99432,4711.26
Toyota,Highlander,2012,1100,63.6,Petrol,Automatic,Third,115375,4062.29
Hyundai,Santa Fe,2018,800,60.0,Petrol,Automatic,Second,59869,7560.3
Hyundai,Sonata,2017,800,60.0,Diesel,Automatic,First,102977,7513.24
Ford,F-150,2020,1300,60.0,Petrol,Automatic,First,64672,15851.1
Toyota,Camry,2010,1100,69.4,Petrol,Automatic,First,171275,4271.89
Ford,Mustang,2013,1400,74.9,Petrol,Automatic,Second,123582,6924.06
Nissan,Sentra,2017,1000,60.0,Hybrid,Manual,Second,74968,8355.82
Hyundai,Elantra,2009,900,61.2,Diesel,Automatic,First,173416,2792.3
Ford,Focus,2022,1900,126.9,Petrol,Automatic,First,20555,22879.66
Hyundai,Tucson,2017,800,60.0,Petrol,Automatic,Second,96176,6704.71
BMW,X3,2013,1400,74.3,Diesel,Manual,First,127945,18427.52
Kia,Stinger,2009,1200,91.1,Petrol,Manual,Second,205565,1943.3
